#OTU	Angel-ITS001-soil6-1_S1	Angel-ITS002-soil6-2_S2	Angel-ITS003-soil6-3_S3	Angel-ITS004-soil5-1_S4	Angel-ITS005-soil5-2_S5	Angel-ITS006-soil5-3_S6	Angel-ITS007-soil4-1_S7	Angel-ITS008-soil4-2_S8	Angel-ITS009-soil4-3_S9	Angel-ITS010-GA13_S10	Angel-ITS011-GA14_S11	Angel-ITS012-GA15_S12	Angel-ITS013-GA16_S13	Angel-ITS014-GB13_S14	Angel-ITS015-GB14_S15	Angel-ITS016-GB15_S16	Angel-ITS017-GB16_S17	Angel-ITS018-GK13_S18	Angel-ITS019-GK14_S19	Angel-ITS020-GK15_S20	Angel-ITS021-GK16_S21	Angel-ITS022-Extr-CTRL_S22	Angel-ITS023-Mock-Com_S23	Angel-ITS024-NTC_S24	Angel-ITS025-RA13_S25	Angel-ITS026-RA14_S26	Angel-ITS027-RA15_S27	Angel-ITS028-RA16_S28	Angel-ITS029-RB13_S29	Angel-ITS030-RB15_S30	Angel-ITS031-RK13_S31	Angel-ITS032-RK14_S32	Angel-ITS033-RK15_S33	Angel-ITS034-RK16_S34	Angel-ITS035-RB14_S35	Angel-ITS036-RB16_S36	Eva1-GK1_S13	Eva10-RK2_S22	Eva11-GB2_S23	Eva12-RB2_S24	Eva13-GA2_S25	Eva14-RA2_S26	Eva15-B1_S27	Eva16-GF_S28	Eva17-GK3_S29	Eva18-RK3_S30	Eva19-GB3_S31	Eva2-RK1_S14	Eva20-RB3_S32	Eva21-GA3_S33	Eva22-RA3_S34	Eva23-A1_S35	Eva24-NTC_S36	Eva25-GK4_S37	Eva26-RK4_S38	Eva27-GB4_S39	Eva28-RB4_S40	Eva29-GA4_S41	Eva3-GB1_S15	Eva30-RA4_S42	Eva4-RB1_S16	Eva5-GA1_S17	Eva6-RA1_S18	Eva7-K1_S19	Eva9-GK2_S21	Petrova001-GK1_S203	Petrova002-RK1_S204	Petrova003-GB5_S205	Petrova004-RB5_S206	Petrova005-GA5_S207	Petrova006-RA5_S208	Petrova007-K1-2-1_S209	Petrova008-blank-extr_S210	Petrova009-GB6_S211	Petrova010-RB6_S212	Petrova011-GA6_S213	Petrova012-RA6_S214	Petrova013-B1-2-1_S215	Petrova015-GK7_S217	Petrova016-RK7_S218	Petrova017-GB7_S219	Petrova018-RB7_S220	Petrova019-GA7_S221	Petrova020-RA7_S222	Petrova021-A1-2-1_S223	Petrova022-GK8_S224	Petrova023-RK8_S225	Petrova024-GB8_S226	Petrova025-RB8_S227	Petrova026-GA8_S228	Petrova027-RA8_S229	Petrova028-K1-1-2_S230	Petrova029-K1-2-2_S231	Petrova030-K1-1-1_S232	Petrova031-B1-1-2_S233	Petrova032-B1-2-2_S234	Petrova033-GF_S235	Petrova034-A1-1-2_S236	Roey001-GK5_S146	Roey002-GK10_S147	Roey003-RK5_S148	Roey004-RK6_S149	Roey005-RK9_S150	Roey006-RK10_S151	Roey007-RK11-GK11_S152	Roey008-RK12_S153	Roey009-GB9_S154	Roey010-GB10_S155	Roey011-GB11_S156	Roey012-GB12_S157	Roey013-RB9_S158	Roey014-RB10_S159	Roey015-RB11_S160	Roey016-RB12_S161	Roey017-GA9_S162	Roey018-GA10_S163	Roey019-GA11_S164	Roey020-GA12_S165	Roey021-RA9_S166	Roey022-RA10_S167	Roey023-RA11_S168	Roey024-RA12_S169	Roey025-K1-3-1_S170	Roey026-K1-3-2_S171	Roey027-K1-3-3_S172	Roey028-B1-3-1_S173	Roey029-B1-3-2_S174	Roey030-B1-3-3_S175	Roey031-A1-3-1_S176	Roey032-A1-3-2_S177	Roey033-A1-3-3_S178	Roey034-A1-2-2_S179	Roey037-Extr-CTRL_S182	Roey038-CTRL_S183
Seq_11	665	143	9	253	289	325	871	21	159	1528	1642	1125	851	706	53	459	1882	838	128	146	13	0	0	0	1837	960	3052	964	8741	65	215	81	15	75	6063	5415	0	72	594	413	12	104	27	111	94	168	629	0	105	15	22	30	43	475	399	416	54	0	49	0	68	9	19	0	68	0	5	0	77	0	6	349	0	65	9	0	36	139	35	0	26	112	0	1	218	6	16	92	11	0	3	203	143	57	110	107	0	39	0	6	82	0	214	40	3	3	67	31	11	42	515	1345	751	103	736	504	59	76	2153	1147	1431	2488	1026	907	327	417	521	440	75	69	85	11	0	0
Seq_12	22	3	0	1054	0	0	17	0	0	0	4	49	1189	3379	9120	2839	7208	0	6	0	11698	0	0	0	6	0	0	0	19	0	0	0	0	0	43	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1674	0	0	0	0	1519	0	1098	1754	1720	2858	0	15	152	0	406	1865	1839	1391	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_13	221	70	251	650	157	48	227	106	240	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	54	35	3	43	6	0	0	17	0	0	0	12	0	4512	1430	3142	423	1711	780	1415	484	2199	1553	0	10813	942	2406	1312	514	703	1036	1137	3213	326	1044	527	2607	70	969	0	560	18	165	156	590	24	66	18	1	302	53	56	111	31	67	12	79	158	92	61	33	20	5	259	172	22	133	56	24	83	71	173	0	60	17	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	35	55	147	89	49	142	82	86	99	0	0
Seq_14	0	16	0	19	0	0	7	0	0	3329	5681	1316	0	0	0	0	1345	14561	372	346	20	0	0	0	97	336	3636	6377	0	0	122	0	1610	35	0	1393	0	161	151	67	18	12	11	152	1110	163	124	0	410	43	174	21	66	735	433	56	6	40	57	139	0	5	1079	0	170	0	97	0	47	1443	99	3	0	0	246	415	9	0	125	18	52	0	129	957	1	0	745	0	2	420	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_15	562	305	620	1260	760	1812	858	323	846	1004	1614	1849	627	1266	161	839	1393	301	425	364	99	0	0	0	175	629	288	221	3608	23	83	152	457	64	2479	2774	0	1	2	0	0	11	1192	50	2	7	3	0	0	0	15	670	105	0	1	0	0	0	4	1	0	0	4	0	10	0	0	0	0	0	0	214	0	0	0	0	0	358	0	0	0	0	0	0	266	1	0	3	0	0	0	217	173	183	442	756	0	239	0	50	0	0	196	92	107	76	246	195	90	225	1654	2231	1073	945	236	70	179	42	206	194	610	494	438	140	332	484	596	539	510	331	304	335	0	0
Seq_16	10	0	0	21	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	14923	0	27260	0	0	0	0	0	0	0	0	41	17	1	0	0	0	0	0	2	12	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	6	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_17	22	18	100	38	0	13	50	7	19	0	3	9	0	0	0	0	0	0	1	0	0	0	0	0	185	355	16	73	0	0	471	22	0	0	0	3	0	1966	782	845	855	5564	172	1364	762	1884	719	3	1381	828	2103	800	540	1632	1415	701	304	1929	641	5557	1883	219	3426	0	583	186	847	0	6	17	29	0	0	19	3	14	20	0	19	0	13	50	20	13	0	15	2	9	5	8	21	48	14	49	18	8	16	23	35	0	57	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	17	42	0	0	2	30	11	28	203	0	0
Seq_18	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28712	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_19	22	0	0	56	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	30	0	30	0	0	201	0	0	0	0	0	0	2017	1215	1824	787	1743	67	1384	773	2093	969	0	2761	853	1637	262	468	580	1064	890	619	736	1634	2244	6842	150	1855	0	436	114	232	56	204	99	24	0	0	174	4	134	75	0	81	39	62	965	86	65	0	13	14	54	20	55	65	21	0	17	7	0	0	5	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	500	295	37	0	45	1058	57	0	345	0	9	13	0	122	300	26	449	549	18919	17	479	8	13175	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_21	282	40	408	175	831	12	232	182	146	50	25	41	3	42	4	20	0	69	53	50	1	0	0	0	0	12	0	7	14	0	9	15	0	0	9	6	0	195	3241	660	217	362	538	950	1517	1353	2734	0	528	253	171	280	285	99	2191	8120	55	83	1448	58	147	13	61	0	455	68	0	666	21	312	0	47	0	257	16	670	0	43	48	1	442	12	543	3	76	79	5	163	3	23	13	84	79	92	72	84	2	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_22	16	0	290	36	4	3	18	3	35	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	7711	4	15	0	0	3462	10	6011	77	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	273	0	0	1151	0	0	0	0	3	0	10	0	0	0	45	6	7	9	0	0	0	0	0	0	1215	1679	217	5	0	2556	0	1	0	0	0	0	0	0	0	0	0	0	2164	3000	7	0	27	12	21	0	0	0	12	0	4	6	0	0
Seq_23	1358	181	1272	2986	510	780	1257	168	2377	60	31	31	56	0	6	20	13	21	14	0	0	0	0	0	0	0	17	66	0	0	3	139	15	0	0	0	0	0	0	0	0	0	344	33	0	0	0	0	0	0	0	422	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	20	0	6	0	0	0	0	285	0	6	0	0	0	0	0	74	194	0	0	0	290	0	0	0	0	16	0	9	0	6	0	0	0	0	0	0	0	163	268	41	15	29	76	25	46	1938	2083	1001	398	188	212	1977	2628	3061	2582	0	0
Seq_24	171	0	94	134	0	19	86	0	2694	9	0	4	10	0	0	0	0	6	7	2	0	0	0	0	23	21	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	299	500	46	887	724	67	9	162	46	2592	2010	0	1606	79	18	0	2558	2051	36	1262	433	45	0	5333	906	24	22	39	0	0	0	76	1936	0	149	23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	58	17	20	0	0	0	102	59	62	86	0	0
Seq_25	6	0	0	14	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	11283	0	15927	0	0	0	0	0	0	0	1	31	13	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_26	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Seq_27	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	1628	564	1514	11	118	686	3649	764	1262	0	48	957	462	392	217	58	668	3082	69	373	5097	189	988	197	6	0	262	137	0	28	2	21	0	0	0	70	0	0	0	0	0	0	82	5	10	0	0	0	0	21	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_28	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	23205	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_29	18	0	0	14	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	592	531	58	15	320	11	310	2374	358	397	0	0	30	35	61	146	465	614	1119	225	30	3072	28	423	80	59	0	180	530	0	1963	151	486	61	0	0	92	0	2264	0	5	47	24	12	0	3377	0	0	106	0	163	7	1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_31	611	23	86	782	19	257	844	30	460	625	890	272	211	2777	4	621	100	121	168	194	5	0	0	0	447	639	388	245	228	0	613	479	134	223	205	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	39	278	102	40	276	0	200	25	73	86	66	81	53	70	338	177	59	171	69	407	103	94	52	153	280	299	311	91	111	0	214	108	0	11	23	35	25	0	47	13	0	2	0	105	84	291	15	8	9	16	0	157	63	41	266	727	236	321	162	134	54	255	176	184	340	0	0
Seq_32	168	71	99	115	30	101	361	34	98	13	424	439	1080	66	21	339	359	13	47	50	21	0	1	0	372	486	198	1066	164	5	61	8	1799	1	174	43	0	0	0	0	0	3	180	39	0	3	3	0	0	0	4	749	58	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	8	287	0	0	0	0	0	23	0	2	0	0	0	2	229	0	0	0	0	0	0	7	44	22	12	3	0	115	0	69	0	5	281	1522	21	901	8	12	0	11	217	647	31	135	109	27	55	23	1177	1074	476	2716	101	35	102	41	20	18	199	314	181	103	0	0
Seq_33	0	0	0	28	0	9	19	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	115	122	0	17	0	0	114	10	0	0	0	0	0	947	1111	324	513	813	25	527	238	5683	981	3	179	405	852	92	177	149	802	486	1586	279	388	620	730	270	754	0	304	98	91	9	60	32	28	0	0	42	4	74	33	0	13	0	0	34	86	92	0	10	10	20	7	44	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_34	177	0	240	394	0	9	464	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	18	5	3	2	20	19	10	8	21	1	0	0	13	41	91	12	0	6	0	4	28	0	69	0	0	5	0	0	0	4	0	0	0	2843	53	0	0	0	0	240	0	0	282	0	0	0	3166	0	0	0	0	0	0	3180	61	14	74	0	0	0	23	0	0	5843	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	119	340	0	0	0	34	8	22	37	0	0
Seq_35	4	0	0	32	0	0	4	0	37	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	39	0	6	45	0	0	205	0	16	0	0	0	0	331	236	102	162	1562	31	768	305	191	150	0	0	464	528	91	260	804	564	135	24	251	227	668	0	5660	2044	0	256	116	42	0	0	10	118	0	0	5	0	31	306	0	72	49	0	0	96	149	0	0	66	48	23	198	151	5	3	4	0	0	0	5	165	0	353	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	25	0	0	0	0	2	5	0	10	0	0
